id,city,country,region,short_description,latitude,longitude,avg_temp_monthly,ideal_durations,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,budget_level_num,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8,temp_9,temp_10,temp_11,temp_12,ideal_durations_list,duration_day_trip,duration_weekend,duration_short_trip,duration_one_week,duration_long_trip,cluster,PCA1,PCA2,cluster_name
a93b9a93-c474-483c-9d27-8bb1f8b0090c,Malabo,Equatorial Guinea,africa,"Tropical breezes mingle with the vibrant energy of colorful markets and lively streets, offering a warm and welcoming cultural experience.",3.741877,8.7740663,"{""1"":{""avg"":27.7,""max"":32,""min"":24},""2"":{""avg"":28.3,""max"":32.4,""min"":24.7},""3"":{""avg"":27.9,""max"":31.8,""min"":24.5},""4"":{""avg"":27.8,""max"":31.7,""min"":24.5},""5"":{""avg"":27.3,""max"":31.1,""min"":24.3},""6"":{""avg"":26.3,""max"":29.8,""min"":23.6},""7"":{""avg"":25.8,""max"":29.1,""min"":23.6},""8"":{""avg"":25.6,""max"":28.6,""min"":23.4},""9"":{""avg"":25.8,""max"":29,""min"":23.6},""10"":{""avg"":26.1,""max"":29.5,""min"":23.6},""11"":{""avg"":26.8,""max"":30.4,""min"":23.9},""12"":{""avg"":27.5,""max"":31.6,""min"":23.9}}","[""Short trip"",""Weekend""]",Mid-range,3,3,4,3,2,3,2,2,4,2,27.7,28.3,27.9,27.8,27.3,26.3,25.8,25.6,25.8,26.1,26.8,27.5,"['Short trip', 'Weekend']",0,1,1,0,0,2,-2.063375886653232,-1.6010224794996946,Spokojne kierunki kulturowe
c7d691ad-b361-404d-a6e4-ab4f7a4120c8,Mbabane,Eswatini,africa,"Surrounded by lush mountains, the city offers a relaxed atmosphere where vibrant markets and friendly locals create an inviting experience.",-26.325745,31.144663,"{""1"":{""avg"":23.9,""max"":27.7,""min"":18.3},""2"":{""avg"":23.6,""max"":27.1,""min"":18.6},""3"":{""avg"":23,""max"":26.9,""min"":17.4},""4"":{""avg"":21.1,""max"":25.2,""min"":14.8},""5"":{""avg"":19.7,""max"":23.9,""min"":12.1},""6"":{""avg"":17.1,""max"":22.2,""min"":9.1},""7"":{""avg"":17.6,""max"":22.6,""min"":9.4},""8"":{""avg"":19.7,""max"":23.7,""min"":9.9},""9"":{""avg"":21.6,""max"":26.7,""min"":12.7},""10"":{""avg"":20.9,""max"":26,""min"":14.6},""11"":{""avg"":22.5,""max"":27.2,""min"":16.5},""12"":{""avg"":22.3,""max"":26.4,""min"":17.5}}","[""Short trip"",""Weekend""]",Budget,3,3,4,1,2,3,3,2,4,1,23.9,23.6,23.0,21.1,19.7,17.1,17.6,19.7,21.6,20.9,22.5,22.3,"['Short trip', 'Weekend']",0,1,1,0,0,0,-1.9388678953728864,-1.3905198511343257,Natura i przygoda
ad6338c1-1ad3-4f1c-8c78-26d7c86078fd,Sofia,Bulgaria,europe,"Charming streets lined with eclectic architecture and vibrant markets invite you to immerse in a blend of history, culture, and modern energy.",42.6977028,23.3217359,"{""1"":{""avg"":-0.2,""max"":4.6,""min"":-4.2},""2"":{""avg"":3.3,""max"":9.3,""min"":-1.5},""3"":{""avg"":6.1,""max"":11.6,""min"":0.6},""4"":{""avg"":11.2,""max"":18,""min"":4.9},""5"":{""avg"":15.5,""max"":21,""min"":9.5},""6"":{""avg"":19.9,""max"":26.3,""min"":13.7},""7"":{""avg"":22.5,""max"":29.7,""min"":15.3},""8"":{""avg"":22.4,""max"":29.6,""min"":15},""9"":{""avg"":17.8,""max"":24.8,""min"":11.1},""10"":{""avg"":11.8,""max"":18.8,""min"":5.8},""11"":{""avg"":6.6,""max"":12,""min"":2},""12"":{""avg"":2.1,""max"":6.5,""min"":-1.6}}","[""Short trip"",""Weekend"",""One week""]",Budget,4,3,3,1,3,4,3,3,2,1,-0.2,3.3,6.1,11.2,15.5,19.9,22.5,22.4,17.8,11.8,6.6,2.1,"['Short trip', 'Weekend', 'One week']",0,1,1,1,0,1,1.0679140935311782,-0.6508024459065643,Miejskie i kulturowe
6d6a0097-d1d4-40f0-b2ae-28d0c9ab9dfc,San Marino,San Marino,europe,"Perched atop rolling hills, this charming enclave offers medieval towers, cobblestone streets, and sweeping vistas, inviting a leisurely exploration of its storied past.",43.9458623,12.458306,"{""1"":{""avg"":5.5,""max"":9.7,""min"":1.1},""2"":{""avg"":7.3,""max"":11.5,""min"":2.7},""3"":{""avg"":9.6,""max"":14.2,""min"":3.4},""4"":{""avg"":13.2,""max"":17.8,""min"":7.5},""5"":{""avg"":17.8,""max"":22,""min"":12.6},""6"":{""avg"":23,""max"":27.4,""min"":17.2},""7"":{""avg"":25.6,""max"":29.6,""min"":19.6},""8"":{""avg"":25,""max"":29.3,""min"":19.4},""9"":{""avg"":20.7,""max"":25.2,""min"":15.8},""10"":{""avg"":16.2,""max"":20.1,""min"":11.6},""11"":{""avg"":10.8,""max"":14.3,""min"":6.6},""12"":{""avg"":6.4,""max"":10.3,""min"":2.3}}","[""Day trip"",""Weekend""]",Mid-range,4,2,3,1,2,3,2,3,4,2,5.5,7.3,9.6,13.2,17.8,23.0,25.6,25.0,20.7,16.2,10.8,6.4,"['Day trip', 'Weekend']",1,1,0,0,0,2,-0.1874222632418235,-3.022395043508169,Spokojne kierunki kulturowe
45c083b3-fc34-4d42-b74a-cd9dffe4156a,Berlin,Germany,europe,"Eclectic streets filled with history, art, and a dynamic cultural scene create an atmosphere that's both invigorating and deeply engaging.",52.510885,13.3989367,"{""1"":{""avg"":2.3,""max"":4.3,""min"":0.3},""2"":{""avg"":3.4,""max"":6.4,""min"":0.6},""3"":{""avg"":6.1,""max"":10.3,""min"":2},""4"":{""avg"":9.8,""max"":14.5,""min"":5.1},""5"":{""avg"":14.7,""max"":19.5,""min"":9.4},""6"":{""avg"":19.5,""max"":24.7,""min"":14},""7"":{""avg"":19.9,""max"":24.7,""min"":15},""8"":{""avg"":20.2,""max"":25.3,""min"":15.3},""9"":{""avg"":15.8,""max"":20.8,""min"":11.4},""10"":{""avg"":10.9,""max"":14.5,""min"":7.8},""11"":{""avg"":6.1,""max"":8.5,""min"":3.8},""12"":{""avg"":3.9,""max"":5.7,""min"":2}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,5,3,2,1,5,4,3,5,2,2,2.3,3.4,6.1,9.8,14.7,19.5,19.9,20.2,15.8,10.9,6.1,3.9,"['Short trip', 'Weekend', 'One week']",0,1,1,1,0,1,3.5354260359907133,-0.005874919895311713,Miejskie i kulturowe
9f3e50a0-752d-42f5-b129-72d7880beab7,Helsinki,Finland,europe,"A blend of modern design and serene nature, where crisp air and cozy cafes invite you to unwind and explore.",60.1674881,24.9427473,"{""1"":{""avg"":-2.4,""max"":-0.5,""min"":-5.3},""2"":{""avg"":-1.7,""max"":0.2,""min"":-4.5},""3"":{""avg"":0.5,""max"":3.7,""min"":-2.6},""4"":{""avg"":4.9,""max"":8.8,""min"":1.4},""5"":{""avg"":11.3,""max"":15.7,""min"":7},""6"":{""avg"":16.4,""max"":20,""min"":12.5},""7"":{""avg"":18.1,""max"":21.8,""min"":14.9},""8"":{""avg"":17.5,""max"":21,""min"":14.4},""9"":{""avg"":13.1,""max"":16.2,""min"":10.2},""10"":{""avg"":7.4,""max"":10,""min"":5.2},""11"":{""avg"":3.3,""max"":5.3,""min"":0.9},""12"":{""avg"":0.1,""max"":1.7,""min"":-2.9}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,4,2,3,4,4,4,3,2,-2.4,-1.7,0.5,4.9,11.3,16.4,18.1,17.5,13.1,7.4,3.3,0.1,"['Short trip', 'One week', 'Weekend']",0,1,1,1,0,3,0.44735003606597146,0.8830321802581619,"Plaże, natura i relaks"
8cc00822-8c1e-4446-ba89-0a35128ad69a,Warsaw,Poland,europe,"Historic streets blend with modern vibes, where cozy cafes and vibrant squares invite leisurely strolls and a taste of local culture.",52.2337172,21.071432235636493,"{""1"":{""avg"":0.2,""max"":2.6,""min"":-2.3},""2"":{""avg"":1.5,""max"":4.8,""min"":-1.6},""3"":{""avg"":4.4,""max"":9.3,""min"":1.1},""4"":{""avg"":9.5,""max"":14.8,""min"":4},""5"":{""avg"":14.8,""max"":20.1,""min"":9.2},""6"":{""avg"":19.7,""max"":25.2,""min"":14},""7"":{""avg"":20.4,""max"":25.7,""min"":15.3},""8"":{""avg"":20.7,""max"":26.1,""min"":15.4},""9"":{""avg"":15.6,""max"":20.8,""min"":10.8},""10"":{""avg"":10,""max"":14.1,""min"":6.2},""11"":{""avg"":4.8,""max"":7.4,""min"":2.3},""12"":{""avg"":2,""max"":4.2,""min"":-0.5}}","[""Weekend"",""One week"",""Short trip""]",Mid-range,4,2,3,1,4,4,3,4,2,2,0.2,1.5,4.4,9.5,14.8,19.7,20.4,20.7,15.6,10.0,4.8,2.0,"['Weekend', 'One week', 'Short trip']",0,1,1,1,0,1,2.28520146256778,-0.48958121901682605,Miejskie i kulturowe
be181851-282e-409b-9626-1da82ed060f5,Verona,Italy,europe,"Charming streets with a romantic vibe, historic architecture, and cozy piazzas invite leisurely strolls and delightful discoveries at every turn.",45.4424977,10.985737689444765,"{""1"":{""avg"":3.2,""max"":7.8,""min"":-1.1},""2"":{""avg"":6.2,""max"":12.1,""min"":1.3},""3"":{""avg"":9.4,""max"":15.6,""min"":2.5},""4"":{""avg"":13.6,""max"":19,""min"":7.4},""5"":{""avg"":18,""max"":22.8,""min"":12.4},""6"":{""avg"":23.5,""max"":29.5,""min"":17.5},""7"":{""avg"":25.8,""max"":31.4,""min"":19.6},""8"":{""avg"":25,""max"":31.1,""min"":19.3},""9"":{""avg"":20.1,""max"":26.2,""min"":15.2},""10"":{""avg"":14.8,""max"":20.3,""min"":10.7},""11"":{""avg"":8.6,""max"":13.3,""min"":4.9},""12"":{""avg"":4,""max"":9,""min"":0.9}}","[""Short trip"",""Weekend""]",Mid-range,5,2,3,1,3,4,3,4,3,2,3.2,6.2,9.4,13.6,18.0,23.5,25.8,25.0,20.1,14.8,8.6,4.0,"['Short trip', 'Weekend']",0,1,1,0,0,1,1.8825097815068925,-1.2552335647879755,Miejskie i kulturowe
3a70dff6-b805-4e41-accf-480d43ed6ba7,Annecy,France,europe,"Charming canals and cobblestone streets weave through a picturesque town, surrounded by stunning alpine views and the serene waters of a crystal-clear lake.",45.8992348,6.1288847,"{""1"":{""avg"":3,""max"":6.7,""min"":-0.1},""2"":{""avg"":4.7,""max"":9.7,""min"":0.7},""3"":{""avg"":8,""max"":13.5,""min"":2.5},""4"":{""avg"":10.4,""max"":16.4,""min"":4.6},""5"":{""avg"":14.9,""max"":20.5,""min"":9.3},""6"":{""avg"":19.6,""max"":25.7,""min"":13.1},""7"":{""avg"":22,""max"":28.7,""min"":14.8},""8"":{""avg"":21.4,""max"":28.2,""min"":14.6},""9"":{""avg"":16.8,""max"":23.1,""min"":10.9},""10"":{""avg"":12.3,""max"":17.8,""min"":7.8},""11"":{""avg"":6.8,""max"":10.9,""min"":3.2},""12"":{""avg"":3.2,""max"":6.8,""min"":0.3}}","[""Short trip"",""Weekend""]",Mid-range,4,4,5,3,3,4,3,3,4,2,3.0,4.7,8.0,10.4,14.9,19.6,22.0,21.4,16.8,12.3,6.8,3.2,"['Short trip', 'Weekend']",0,1,1,0,0,3,-1.2606810227454974,0.6446502437529804,"Plaże, natura i relaks"
2f3a6926-553f-4d7a-acf8-5b17af6f2e93,Colombo,Sri Lanka,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,"{""1"":{""avg"":27.2,""max"":31.3,""min"":24},""2"":{""avg"":27.9,""max"":32.1,""min"":24.7},""3"":{""avg"":28.5,""max"":32.1,""min"":25.4},""4"":{""avg"":28.9,""max"":32.3,""min"":25.8},""5"":{""avg"":28.9,""max"":31.6,""min"":26.6},""6"":{""avg"":28.7,""max"":31,""min"":26.3},""7"":{""avg"":28.4,""max"":30.7,""min"":26.3},""8"":{""avg"":28.2,""max"":30.5,""min"":26.1},""9"":{""avg"":27.8,""max"":30.3,""min"":25.6},""10"":{""avg"":27.5,""max"":30.2,""min"":25.1},""11"":{""avg"":27.3,""max"":30.7,""min"":24.5},""12"":{""avg"":27.4,""max"":31.1,""min"":24.3}}","[""Short trip"",""One week"",""Weekend""]",Budget,4,3,3,3,3,4,3,4,2,1,27.2,27.9,28.5,28.9,28.9,28.7,28.4,28.2,27.8,27.5,27.3,27.4,"['Short trip', 'One week', 'Weekend']",0,1,1,1,0,1,1.2831896695414227,0.21842575017642865,Miejskie i kulturowe
25b9fbd9-78cb-4b0c-a050-2488c9431275,Fraser Island,Australia,oceania,"Endless stretches of sandy beaches, lush rainforests, and crystal-clear freshwater lakes create a serene escape filled with natural wonders and tranquility.",-25.24672,153.1468044,"{""1"":{""avg"":25.6,""max"":30.6,""min"":22.1},""2"":{""avg"":25.4,""max"":30.4,""min"":22},""3"":{""avg"":24.8,""max"":29.7,""min"":21.4},""4"":{""avg"":22.4,""max"":27.4,""min"":17.9},""5"":{""avg"":18.9,""max"":24.6,""min"":14.6},""6"":{""avg"":16.9,""max"":22.6,""min"":11.6},""7"":{""avg"":16.5,""max"":22.3,""min"":10.4},""8"":{""avg"":17.9,""max"":23.5,""min"":10.7},""9"":{""avg"":19.6,""max"":25.2,""min"":13.8},""10"":{""avg"":22,""max"":26.8,""min"":17.2},""11"":{""avg"":23.4,""max"":28.4,""min"":19.5},""12"":{""avg"":24.6,""max"":29.7,""min"":21.3}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,2,5,5,5,1,2,3,1,4,2,25.6,25.4,24.8,22.4,18.9,16.9,16.5,17.9,19.6,22.0,23.4,24.6,"['Short trip', 'Weekend', 'One week']",0,1,1,1,0,0,-5.330416655151269,0.32342980923683023,Natura i przygoda
8394f9fd-03fe-4dca-9e73-4598909d2450,Dakar,Senegal,africa,"Bustling markets, rhythmic music, and vibrant street life create an energetic atmosphere that's both captivating and welcoming.",14.693425,-17.447938,"{""1"":{""avg"":22.5,""max"":27.2,""min"":20},""2"":{""avg"":21.6,""max"":26.3,""min"":19.1},""3"":{""avg"":21.4,""max"":25.3,""min"":18.8},""4"":{""avg"":22,""max"":25.9,""min"":19.7},""5"":{""avg"":23.3,""max"":27.1,""min"":21.5},""6"":{""avg"":26.1,""max"":29.2,""min"":24},""7"":{""avg"":27.6,""max"":30.5,""min"":25.6},""8"":{""avg"":28.1,""max"":30.8,""min"":25.9},""9"":{""avg"":28.1,""max"":30.9,""min"":25.4},""10"":{""avg"":28.5,""max"":31.6,""min"":25.7},""11"":{""avg"":26.8,""max"":30.5,""min"":23.9},""12"":{""avg"":24.5,""max"":29,""min"":21.8}}","[""One week"",""Short trip""]",Mid-range,4,3,3,4,3,4,3,3,2,2,22.5,21.6,21.4,22.0,23.3,26.1,27.6,28.1,28.1,28.5,26.8,24.5,"['One week', 'Short trip']",0,0,1,1,0,1,0.7648831614914867,0.43771048432553306,Miejskie i kulturowe
5f6b28e0-a6a1-4665-81ca-ebb074134424,Wadi Rum,Jordan,middle_east,"Expansive red sands and towering sandstone cliffs create a surreal landscape, inviting exploration and offering moments of profound tranquility under star-filled skies.",29.5084443,35.3362154,"{""1"":{""avg"":15.8,""max"":21.3,""min"":11},""2"":{""avg"":16.6,""max"":22.1,""min"":11.5},""3"":{""avg"":17.5,""max"":23.2,""min"":12},""4"":{""avg"":24.8,""max"":31.1,""min"":18.7},""5"":{""avg"":29.5,""max"":36.3,""min"":22.7},""6"":{""avg"":32.7,""max"":39.4,""min"":25.8},""7"":{""avg"":34.5,""max"":41,""min"":27.8},""8"":{""avg"":34,""max"":40.4,""min"":27.7},""9"":{""avg"":31.8,""max"":38,""min"":25.9},""10"":{""avg"":27.6,""max"":33.4,""min"":22.4},""11"":{""avg"":22.3,""max"":28,""min"":17.4},""12"":{""avg"":17.6,""max"":23.2,""min"":12.9}}","[""Short trip"",""One week""]",Mid-range,3,5,5,1,1,3,3,1,5,2,15.8,16.6,17.5,24.8,29.5,32.7,34.5,34.0,31.8,27.6,22.3,17.6,"['Short trip', 'One week']",0,0,1,1,0,0,-4.423392445250469,-1.0732298334915826,Natura i przygoda
d7e45496-f17a-4187-a9a5-ce30958370bf,Munich,Germany,europe,"Historic streets filled with the aroma of pretzels and beer, vibrant festivals, and a charming blend of tradition and modernity await.",48.1371079,11.5753822,"{""1"":{""avg"":1.8,""max"":5,""min"":-1.2},""2"":{""avg"":3.6,""max"":7.5,""min"":0.2},""3"":{""avg"":6.4,""max"":11.3,""min"":2.1},""4"":{""avg"":10.1,""max"":15.6,""min"":4.9},""5"":{""avg"":14,""max"":19.3,""min"":9},""6"":{""avg"":19,""max"":24.6,""min"":13.7},""7"":{""avg"":20.6,""max"":26.3,""min"":15.2},""8"":{""avg"":20.2,""max"":26,""min"":15},""9"":{""avg"":15.5,""max"":20.9,""min"":10.8},""10"":{""avg"":11.1,""max"":16,""min"":7.1},""11"":{""avg"":5.6,""max"":9.1,""min"":2.6},""12"":{""avg"":3.1,""max"":6.2,""min"":0.3}}","[""Day trip"",""Weekend"",""Short trip""]",Mid-range,5,3,3,1,4,4,3,5,2,2,1.8,3.6,6.4,10.1,14.0,19.0,20.6,20.2,15.5,11.1,5.6,3.1,"['Day trip', 'Weekend', 'Short trip']",1,1,1,0,0,1,2.701534519701048,-0.20560900569336138,Miejskie i kulturowe
139d05b0-435f-42e5-850f-3aa57ac0fefb,Freiburg,Germany,europe,"Charming cobblestone streets, lush greenery, and a welcoming vibe create a perfect blend of nature and history, inviting you to explore leisurely.",47.9960901,7.8494005,"{""1"":{""avg"":2.1,""max"":5.8,""min"":-1.1},""2"":{""avg"":4.2,""max"":8.5,""min"":0.6},""3"":{""avg"":6.6,""max"":11.8,""min"":2.1},""4"":{""avg"":9.5,""max"":15.2,""min"":4.1},""5"":{""avg"":13.5,""max"":19.1,""min"":8.1},""6"":{""avg"":18.2,""max"":24,""min"":12.6},""7"":{""avg"":19.8,""max"":25.9,""min"":14},""8"":{""avg"":19.6,""max"":25.8,""min"":14.1},""9"":{""avg"":15.2,""max"":21.1,""min"":10.4},""10"":{""avg"":11.2,""max"":16.3,""min"":7.1},""11"":{""avg"":5.9,""max"":9.8,""min"":2.5},""12"":{""avg"":3.7,""max"":7.4,""min"":0.5}}","[""Short trip"",""Weekend""]",Mid-range,4,3,5,1,3,3,3,3,4,2,2.1,4.2,6.6,9.5,13.5,18.2,19.8,19.6,15.2,11.2,5.9,3.7,"['Short trip', 'Weekend']",0,1,1,0,0,2,-1.1643438779612387,-0.8837000021258077,Spokojne kierunki kulturowe
155b4225-a616-4f5e-ad82-a692458165d1,Singapore,Singapore,asia,"A bustling cityscape where futuristic architecture meets lush green spaces, offering a vibrant blend of cultures and flavors at every corner.",1.2899175,103.8519072,"{""1"":{""avg"":27.4,""max"":31,""min"":25.1},""2"":{""avg"":27.8,""max"":31.8,""min"":25.1},""3"":{""avg"":28.5,""max"":32.7,""min"":25.6},""4"":{""avg"":28.9,""max"":32.9,""min"":25.9},""5"":{""avg"":29.2,""max"":32.6,""min"":26.5},""6"":{""avg"":28.7,""max"":31.6,""min"":26},""7"":{""avg"":28.8,""max"":31.6,""min"":26.4},""8"":{""avg"":28.6,""max"":31.5,""min"":26.2},""9"":{""avg"":28.6,""max"":31.7,""min"":26.2},""10"":{""avg"":28.7,""max"":32.3,""min"":25.9},""11"":{""avg"":28,""max"":31.9,""min"":25.4},""12"":{""avg"":27.8,""max"":31.6,""min"":25.4}}","[""One week"",""Short trip""]",Luxury,4,3,3,3,4,5,4,5,2,3,27.4,27.8,28.5,28.9,29.2,28.7,28.8,28.6,28.6,28.7,28.0,27.8,"['One week', 'Short trip']",0,0,1,1,0,1,2.5286478850741116,2.118499851310324,Miejskie i kulturowe
5ace1d13-c389-478b-927a-71d8f98a903d,Piran,Slovenia,europe,Charming cobblestone streets lead you through a town where the sea breeze mingles with the aroma of fresh seafood and vibrant markets.,45.5284919,13.5684485,"{""1"":{""avg"":5.7,""max"":9.6,""min"":2.4},""2"":{""avg"":7.3,""max"":11.4,""min"":3.6},""3"":{""avg"":10.6,""max"":14.8,""min"":6.9},""4"":{""avg"":13.4,""max"":18,""min"":8.2},""5"":{""avg"":17.8,""max"":22.5,""min"":12.7},""6"":{""avg"":22.8,""max"":27.9,""min"":17.2},""7"":{""avg"":24.9,""max"":30.4,""min"":18.9},""8"":{""avg"":24.6,""max"":30.2,""min"":18.8},""9"":{""avg"":20.5,""max"":25.8,""min"":16.4},""10"":{""avg"":15.6,""max"":20.2,""min"":11.8},""11"":{""avg"":10.8,""max"":14.9,""min"":7.2},""12"":{""avg"":6.9,""max"":11.1,""min"":3.6}}","[""Weekend"",""Short trip""]",Mid-range,4,3,4,4,3,4,3,3,4,2,5.7,7.3,10.6,13.4,17.8,22.8,24.9,24.6,20.5,15.6,10.8,6.9,"['Weekend', 'Short trip']",0,1,1,0,0,3,-0.5119912552721299,0.41506348287995376,"Plaże, natura i relaks"
771fda85-870b-4dcb-ad42-763aa6a6fbb0,Valletta,Malta,europe,Sun-drenched streets lined with baroque architecture and vibrant markets create a charming blend of history and lively Mediterranean spirit.,35.8989979,14.5136607,"{""1"":{""avg"":13,""max"":16.3,""min"":10.2},""2"":{""avg"":13.1,""max"":16.6,""min"":10},""3"":{""avg"":14.3,""max"":17.7,""min"":11.2},""4"":{""avg"":16.4,""max"":19.9,""min"":13},""5"":{""avg"":20,""max"":24.3,""min"":16.2},""6"":{""avg"":24.7,""max"":29.8,""min"":20.7},""7"":{""avg"":27.7,""max"":32.9,""min"":23.4},""8"":{""avg"":27.8,""max"":32.4,""min"":24},""9"":{""avg"":25.3,""max"":29.1,""min"":22.3},""10"":{""avg"":21.8,""max"":25.4,""min"":18.6},""11"":{""avg"":18.1,""max"":21.4,""min"":15.2},""12"":{""avg"":14.7,""max"":17.7,""min"":12.2}}","[""Short trip"",""Weekend""]",Mid-range,5,2,3,3,3,4,3,3,2,2,13.0,13.1,14.3,16.4,20.0,24.7,27.7,27.8,25.3,21.8,18.1,14.7,"['Short trip', 'Weekend']",0,1,1,0,0,1,1.680730065464776,-0.5591980274769277,Miejskie i kulturowe
12720905-6c3e-4a3f-a805-6b30460843b6,Thessaloniki,Greece,europe,"Lively waterfronts, aromatic tavernas, and ancient ruins blend seamlessly with a youthful energy that invites exploration and leisurely enjoyment.",40.6403167,22.9352716,"{""1"":{""avg"":6.4,""max"":11.1,""min"":3.1},""2"":{""avg"":8.6,""max"":13.1,""min"":3.9},""3"":{""avg"":11.1,""max"":15.9,""min"":6.1},""4"":{""avg"":14.9,""max"":19.6,""min"":8.7},""5"":{""avg"":19.9,""max"":24.9,""min"":13.5},""6"":{""avg"":25,""max"":30.4,""min"":19.1},""7"":{""avg"":27.8,""max"":33.2,""min"":21.8},""8"":{""avg"":27.3,""max"":32.9,""min"":21.4},""9"":{""avg"":22.9,""max"":28.3,""min"":17.5},""10"":{""avg"":17.3,""max"":23,""min"":12.7},""11"":{""avg"":12.8,""max"":17.2,""min"":9.2},""12"":{""avg"":8.4,""max"":12.6,""min"":5.4}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,3,3,4,5,3,4,2,2,6.4,8.6,11.1,14.9,19.9,25.0,27.8,27.3,22.9,17.3,12.8,8.4,"['Short trip', 'One week', 'Weekend']",0,1,1,1,0,1,2.188864317783521,1.038769026861962,Miejskie i kulturowe
283c7ec9-07c6-4f35-a986-495aea46ee15,Georgetown,Guyana,south_america,"Lush greenery and colonial architecture meet vibrant local markets and a lively Caribbean vibe, offering a unique and welcoming atmosphere.",6.8137426,-58.1624465,"{""1"":{""avg"":27.1,""max"":29.6,""min"":24},""2"":{""avg"":27.2,""max"":29.4,""min"":24.4},""3"":{""avg"":27.6,""max"":30.2,""min"":24.6},""4"":{""avg"":28,""max"":30.6,""min"":24.9},""5"":{""avg"":27.6,""max"":30,""min"":24.9},""6"":{""avg"":27.4,""max"":30,""min"":24.6},""7"":{""avg"":27.7,""max"":30.7,""min"":24.5},""8"":{""avg"":28.4,""max"":31.3,""min"":24.8},""9"":{""avg"":29.2,""max"":31.9,""min"":25.3},""10"":{""avg"":29.1,""max"":32,""min"":25.3},""11"":{""avg"":28.2,""max"":31.1,""min"":24.7},""12"":{""avg"":27.4,""max"":29.8,""min"":24.1}}","[""Short trip"",""Weekend""]",Budget,4,4,5,2,3,3,3,3,4,1,27.1,27.2,27.6,28.0,27.6,27.4,27.7,28.4,29.2,29.1,28.2,27.4,"['Short trip', 'Weekend']",0,1,1,0,0,0,-1.6732540554062172,-0.13361727248829267,Natura i przygoda
2756e007-9330-4d8c-8e7c-1cb2bfd5a1fe,Jeju Island,South Korea,asia,"Lush green landscapes, volcanic craters, and serene beaches create a tranquil escape, perfect for soaking in natural beauty and peaceful vibes.",33.38034745,126.54825445912049,"{""1"":{""avg"":6.5,""max"":8.6,""min"":4},""2"":{""avg"":7.1,""max"":9.7,""min"":4.3},""3"":{""avg"":10.5,""max"":13.6,""min"":7.1},""4"":{""avg"":14.6,""max"":17.4,""min"":10.9},""5"":{""avg"":18.5,""max"":21.9,""min"":14.7},""6"":{""avg"":21.9,""max"":24.6,""min"":19.3},""7"":{""avg"":26.5,""max"":29.2,""min"":24.2},""8"":{""avg"":28,""max"":30.7,""min"":25.6},""9"":{""avg"":24,""max"":26.4,""min"":21.9},""10"":{""avg"":18.9,""max"":21.4,""min"":16.3},""11"":{""avg"":13.9,""max"":16.6,""min"":10.7},""12"":{""avg"":8.4,""max"":10.8,""min"":5.9}}","[""One week"",""Short trip""]",Mid-range,3,4,5,4,3,4,4,2,4,2,6.5,7.1,10.5,14.6,18.5,21.9,26.5,28.0,24.0,18.9,13.9,8.4,"['One week', 'Short trip']",0,0,1,1,0,3,-2.2634368874031927,2.0469386752537977,"Plaże, natura i relaks"
df9d25a4-a439-4fe3-9b2a-1f1caba531b9,Valencia,Spain,europe,"Sun-drenched streets lined with orange trees, vibrant markets, and a seamless blend of ancient history and modern art create a captivating atmosphere.",39.4697065,-0.3763353,"{""1"":{""avg"":11.5,""max"":17.5,""min"":7.7},""2"":{""avg"":12.5,""max"":18,""min"":8.6},""3"":{""avg"":14.2,""max"":19.4,""min"":10.4},""4"":{""avg"":15.9,""max"":20.9,""min"":12.1},""5"":{""avg"":19.8,""max"":24.3,""min"":15.6},""6"":{""avg"":23.6,""max"":27.8,""min"":19.7},""7"":{""avg"":26.7,""max"":30.4,""min"":23},""8"":{""avg"":26.9,""max"":30.8,""min"":23.3},""9"":{""avg"":23.6,""max"":28.2,""min"":20.1},""10"":{""avg"":20,""max"":25.1,""min"":16.5},""11"":{""avg"":15.3,""max"":21,""min"":11.8},""12"":{""avg"":12.7,""max"":18.6,""min"":9.2}}","[""Weekend"",""One week"",""Short trip""]",Mid-range,4,3,4,4,4,5,3,4,3,2,11.5,12.5,14.2,15.9,19.8,23.6,26.7,26.9,23.6,20.0,15.3,12.7,"['Weekend', 'One week', 'Short trip']",0,1,1,1,0,1,1.2285166930277238,1.4928728285783264,Miejskie i kulturowe
